Subject,Start Date,Start Time,End Date,End Time,All Day Event,Description,Location,Private
CS 3112 (P),2020-03-06,16:30:00,2020-03-06,17:30:00,FALSE,Multi-Device Programming,FRL,FALSE
MGT 401 (L),2020-03-09,15:30:00,2020-03-09,16:30:00,FALSE,Entrepreneurship,LT 202,FALSE
CS 392 (P),2020-03-10,9:30:00,2020-03-10,10:30:00,FALSE,Capstone Project I,CSE LAB-I,FALSE
CS 392 (P),2020-03-10,10:30:00,2020-03-10,11:30:00,FALSE,Capstone Project I,CSE LAB-I,FALSE
CS 392 (P),2020-03-10,11:30:00,2020-03-10,12:30:00,FALSE,Capstone Project I,CSE LAB-I,FALSE
DS 412 (L),2020-03-10,14:30:00,2020-03-10,15:30:00,FALSE,Inferential Statistics for Data Science,LT 212,FALSE
CS 392 (L),2020-03-10,15:30:00,2020-03-10,16:30:00,FALSE,Capstone Project I,LT 201,FALSE
CS 3112 (L),2020-03-11,9:30:00,2020-03-11,10:30:00,FALSE,Multi-Device Programming,LT 201,FALSE
DS 412 (L),2020-03-11,10:30:00,2020-03-11,11:30:00,FALSE,Inferential Statistics for Data Science,LT 202,FALSE
MGT 401 (L),2020-03-11,14:30:00,2020-03-11,15:30:00,FALSE,Entrepreneurship,LT 202,FALSE
MGT 401 (L),2020-03-12,8:30:00,2020-03-12,9:30:00,FALSE,Entrepreneurship,LT 212,FALSE
DS 412 (P),2020-03-12,11:30:00,2020-03-12,12:30:00,FALSE,Inferential Statistics for Data Science,FRL,FALSE
DS 412 (P),2020-03-12,12:30:00,2020-03-12,13:30:00,FALSE,Inferential Statistics for Data Science,FRL,FALSE
CS 3112 (P),2020-03-12,14:30:00,2020-03-12,15:30:00,FALSE,Multi-Device Programming,FRL,FALSE
CS 3112 (P),2020-03-12,15:30:00,2020-03-12,16:30:00,FALSE,Multi-Device Programming,FRL,FALSE
CS 3112 (P),2020-03-12,16:30:00,2020-03-12,17:30:00,FALSE,Multi-Device Programming,FRL,FALSE
DS 412 (P),2020-03-13,8:30:00,2020-03-13,9:30:00,FALSE,Inferential Statistics for Data Science,FRL,FALSE
DS 412 (P),2020-03-13,9:30:00,2020-03-13,10:30:00,FALSE,Inferential Statistics for Data Science,FRL,FALSE
CS 392 (P),2020-03-13,10:30:00,2020-03-13,11:30:00,FALSE,Capstone Project I,CSE LAB-I,FALSE
CS 392 (P),2020-03-13,11:30:00,2020-03-13,12:30:00,FALSE,Capstone Project I,CSE LAB-I,FALSE
CS 392 (P),2020-03-13,12:30:00,2020-03-13,13:30:00,FALSE,Capstone Project I,CSE LAB-I,FALSE
CS 3112 (P),2020-03-13,14:30:00,2020-03-13,15:30:00,FALSE,Multi-Device Programming,FRL,FALSE
CS 3112 (P),2020-03-13,15:30:00,2020-03-13,16:30:00,FALSE,Multi-Device Programming,FRL,FALSE
CS 3112 (P),2020-03-13,16:30:00,2020-03-13,17:30:00,FALSE,Multi-Device Programming,FRL,FALSE
MGT 401 (L),2020-03-16,15:30:00,2020-03-16,16:30:00,FALSE,Entrepreneurship,LT 202,FALSE
CS 392 (P),2020-03-17,9:30:00,2020-03-17,10:30:00,FALSE,Capstone Project I,CSE LAB-I,FALSE
CS 392 (P),2020-03-17,10:30:00,2020-03-17,11:30:00,FALSE,Capstone Project I,CSE LAB-I,FALSE
CS 392 (P),2020-03-17,11:30:00,2020-03-17,12:30:00,FALSE,Capstone Project I,CSE LAB-I,FALSE
DS 412 (L),2020-03-17,14:30:00,2020-03-17,15:30:00,FALSE,Inferential Statistics for Data Science,LT 212,FALSE
CS 392 (L),2020-03-17,15:30:00,2020-03-17,16:30:00,FALSE,Capstone Project I,LT 201,FALSE
CS 3112 (L),2020-03-18,9:30:00,2020-03-18,10:30:00,FALSE,Multi-Device Programming,LT 201,FALSE
DS 412 (L),2020-03-18,10:30:00,2020-03-18,11:30:00,FALSE,Inferential Statistics for Data Science,LT 202,FALSE
MGT 401 (L),2020-03-18,14:30:00,2020-03-18,15:30:00,FALSE,Entrepreneurship,LT 202,FALSE
MGT 401 (L),2020-03-19,8:30:00,2020-03-19,9:30:00,FALSE,Entrepreneurship,LT 212,FALSE
DS 412 (P),2020-03-19,11:30:00,2020-03-19,12:30:00,FALSE,Inferential Statistics for Data Science,FRL,FALSE
DS 412 (P),2020-03-19,12:30:00,2020-03-19,13:30:00,FALSE,Inferential Statistics for Data Science,FRL,FALSE
CS 3112 (P),2020-03-19,14:30:00,2020-03-19,15:30:00,FALSE,Multi-Device Programming,FRL,FALSE
CS 3112 (P),2020-03-19,15:30:00,2020-03-19,16:30:00,FALSE,Multi-Device Programming,FRL,FALSE
CS 3112 (P),2020-03-19,16:30:00,2020-03-19,17:30:00,FALSE,Multi-Device Programming,FRL,FALSE
DS 412 (P),2020-03-20,8:30:00,2020-03-20,9:30:00,FALSE,Inferential Statistics for Data Science,FRL,FALSE
DS 412 (P),2020-03-20,9:30:00,2020-03-20,10:30:00,FALSE,Inferential Statistics for Data Science,FRL,FALSE
CS 392 (P),2020-03-20,10:30:00,2020-03-20,11:30:00,FALSE,Capstone Project I,CSE LAB-I,FALSE
CS 392 (P),2020-03-20,11:30:00,2020-03-20,12:30:00,FALSE,Capstone Project I,CSE LAB-I,FALSE
CS 392 (P),2020-03-20,12:30:00,2020-03-20,13:30:00,FALSE,Capstone Project I,CSE LAB-I,FALSE
CS 3112 (P),2020-03-20,14:30:00,2020-03-20,15:30:00,FALSE,Multi-Device Programming,FRL,FALSE
CS 3112 (P),2020-03-20,15:30:00,2020-03-20,16:30:00,FALSE,Multi-Device Programming,FRL,FALSE
CS 3112 (P),2020-03-20,16:30:00,2020-03-20,17:30:00,FALSE,Multi-Device Programming,FRL,FALSE
MGT 401 (L),2020-03-23,15:30:00,2020-03-23,16:30:00,FALSE,Entrepreneurship,LT 202,FALSE
CS 392 (P),2020-03-24,9:30:00,2020-03-24,10:30:00,FALSE,Capstone Project I,CSE LAB-I,FALSE
CS 392 (P),2020-03-24,10:30:00,2020-03-24,11:30:00,FALSE,Capstone Project I,CSE LAB-I,FALSE
CS 392 (P),2020-03-24,11:30:00,2020-03-24,12:30:00,FALSE,Capstone Project I,CSE LAB-I,FALSE
DS 412 (L),2020-03-24,14:30:00,2020-03-24,15:30:00,FALSE,Inferential Statistics for Data Science,LT 212,FALSE
CS 392 (L),2020-03-24,15:30:00,2020-03-24,16:30:00,FALSE,Capstone Project I,LT 201,FALSE
CS 3112 (L),2020-03-25,9:30:00,2020-03-25,10:30:00,FALSE,Multi-Device Programming,LT 201,FALSE
DS 412 (L),2020-03-25,10:30:00,2020-03-25,11:30:00,FALSE,Inferential Statistics for Data Science,LT 202,FALSE
MGT 401 (L),2020-03-25,14:30:00,2020-03-25,15:30:00,FALSE,Entrepreneurship,LT 202,FALSE
MGT 401 (L),2020-03-26,8:30:00,2020-03-26,9:30:00,FALSE,Entrepreneurship,LT 212,FALSE
DS 412 (P),2020-03-26,11:30:00,2020-03-26,12:30:00,FALSE,Inferential Statistics for Data Science,FRL,FALSE
DS 412 (P),2020-03-26,12:30:00,2020-03-26,13:30:00,FALSE,Inferential Statistics for Data Science,FRL,FALSE
CS 3112 (P),2020-03-26,14:30:00,2020-03-26,15:30:00,FALSE,Multi-Device Programming,FRL,FALSE
CS 3112 (P),2020-03-26,15:30:00,2020-03-26,16:30:00,FALSE,Multi-Device Programming,FRL,FALSE
CS 3112 (P),2020-03-26,16:30:00,2020-03-26,17:30:00,FALSE,Multi-Device Programming,FRL,FALSE
DS 412 (P),2020-03-27,8:30:00,2020-03-27,9:30:00,FALSE,Inferential Statistics for Data Science,FRL,FALSE
DS 412 (P),2020-03-27,9:30:00,2020-03-27,10:30:00,FALSE,Inferential Statistics for Data Science,FRL,FALSE
CS 392 (P),2020-03-27,10:30:00,2020-03-27,11:30:00,FALSE,Capstone Project I,CSE LAB-I,FALSE
CS 392 (P),2020-03-27,11:30:00,2020-03-27,12:30:00,FALSE,Capstone Project I,CSE LAB-I,FALSE
CS 392 (P),2020-03-27,12:30:00,2020-03-27,13:30:00,FALSE,Capstone Project I,CSE LAB-I,FALSE
CS 3112 (P),2020-03-27,14:30:00,2020-03-27,15:30:00,FALSE,Multi-Device Programming,FRL,FALSE
CS 3112 (P),2020-03-27,15:30:00,2020-03-27,16:30:00,FALSE,Multi-Device Programming,FRL,FALSE
CS 3112 (P),2020-03-27,16:30:00,2020-03-27,17:30:00,FALSE,Multi-Device Programming,FRL,FALSE
MGT 401 (L),2020-03-30,15:30:00,2020-03-30,16:30:00,FALSE,Entrepreneurship,LT 202,FALSE
CS 392 (P),2020-03-31,9:30:00,2020-03-31,10:30:00,FALSE,Capstone Project I,CSE LAB-I,FALSE
CS 392 (P),2020-03-31,10:30:00,2020-03-31,11:30:00,FALSE,Capstone Project I,CSE LAB-I,FALSE
CS 392 (P),2020-03-31,11:30:00,2020-03-31,12:30:00,FALSE,Capstone Project I,CSE LAB-I,FALSE
DS 412 (L),2020-03-31,14:30:00,2020-03-31,15:30:00,FALSE,Inferential Statistics for Data Science,LT 212,FALSE
CS 392 (L),2020-03-31,15:30:00,2020-03-31,16:30:00,FALSE,Capstone Project I,LT 201,FALSE
CS 3112 (L),2020-04-01,9:30:00,2020-04-01,10:30:00,FALSE,Multi-Device Programming,LT 201,FALSE
DS 412 (L),2020-04-01,10:30:00,2020-04-01,11:30:00,FALSE,Inferential Statistics for Data Science,LT 202,FALSE
MGT 401 (L),2020-04-01,14:30:00,2020-04-01,15:30:00,FALSE,Entrepreneurship,LT 202,FALSE
MGT 401 (L),2020-04-02,8:30:00,2020-04-02,9:30:00,FALSE,Entrepreneurship,LT 212,FALSE
DS 412 (P),2020-04-02,11:30:00,2020-04-02,12:30:00,FALSE,Inferential Statistics for Data Science,FRL,FALSE
DS 412 (P),2020-04-02,12:30:00,2020-04-02,13:30:00,FALSE,Inferential Statistics for Data Science,FRL,FALSE
CS 3112 (P),2020-04-02,14:30:00,2020-04-02,15:30:00,FALSE,Multi-Device Programming,FRL,FALSE
CS 3112 (P),2020-04-02,15:30:00,2020-04-02,16:30:00,FALSE,Multi-Device Programming,FRL,FALSE
CS 3112 (P),2020-04-02,16:30:00,2020-04-02,17:30:00,FALSE,Multi-Device Programming,FRL,FALSE
DS 412 (P),2020-04-03,8:30:00,2020-04-03,9:30:00,FALSE,Inferential Statistics for Data Science,FRL,FALSE
DS 412 (P),2020-04-03,9:30:00,2020-04-03,10:30:00,FALSE,Inferential Statistics for Data Science,FRL,FALSE
CS 392 (P),2020-04-03,10:30:00,2020-04-03,11:30:00,FALSE,Capstone Project I,CSE LAB-I,FALSE
CS 392 (P),2020-04-03,11:30:00,2020-04-03,12:30:00,FALSE,Capstone Project I,CSE LAB-I,FALSE
CS 392 (P),2020-04-03,12:30:00,2020-04-03,13:30:00,FALSE,Capstone Project I,CSE LAB-I,FALSE
CS 3112 (P),2020-04-03,14:30:00,2020-04-03,15:30:00,FALSE,Multi-Device Programming,FRL,FALSE
CS 3112 (P),2020-04-03,15:30:00,2020-04-03,16:30:00,FALSE,Multi-Device Programming,FRL,FALSE
CS 3112 (P),2020-04-03,16:30:00,2020-04-03,17:30:00,FALSE,Multi-Device Programming,FRL,FALSE
MGT 401 (L),2020-04-06,15:30:00,2020-04-06,16:30:00,FALSE,Entrepreneurship,LT 202,FALSE
CS 392 (P),2020-04-07,9:30:00,2020-04-07,10:30:00,FALSE,Capstone Project I,CSE LAB-I,FALSE
CS 392 (P),2020-04-07,10:30:00,2020-04-07,11:30:00,FALSE,Capstone Project I,CSE LAB-I,FALSE
CS 392 (P),2020-04-07,11:30:00,2020-04-07,12:30:00,FALSE,Capstone Project I,CSE LAB-I,FALSE
DS 412 (L),2020-04-07,14:30:00,2020-04-07,15:30:00,FALSE,Inferential Statistics for Data Science,LT 212,FALSE
CS 392 (L),2020-04-07,15:30:00,2020-04-07,16:30:00,FALSE,Capstone Project I,LT 201,FALSE
CS 3112 (L),2020-04-08,9:30:00,2020-04-08,10:30:00,FALSE,Multi-Device Programming,LT 201,FALSE
DS 412 (L),2020-04-08,10:30:00,2020-04-08,11:30:00,FALSE,Inferential Statistics for Data Science,LT 202,FALSE
MGT 401 (L),2020-04-08,14:30:00,2020-04-08,15:30:00,FALSE,Entrepreneurship,LT 202,FALSE
MGT 401 (L),2020-04-09,8:30:00,2020-04-09,9:30:00,FALSE,Entrepreneurship,LT 212,FALSE
DS 412 (P),2020-04-09,11:30:00,2020-04-09,12:30:00,FALSE,Inferential Statistics for Data Science,FRL,FALSE
DS 412 (P),2020-04-09,12:30:00,2020-04-09,13:30:00,FALSE,Inferential Statistics for Data Science,FRL,FALSE
CS 3112 (P),2020-04-09,14:30:00,2020-04-09,15:30:00,FALSE,Multi-Device Programming,FRL,FALSE
CS 3112 (P),2020-04-09,15:30:00,2020-04-09,16:30:00,FALSE,Multi-Device Programming,FRL,FALSE
CS 3112 (P),2020-04-09,16:30:00,2020-04-09,17:30:00,FALSE,Multi-Device Programming,FRL,FALSE
DS 412 (P),2020-04-10,8:30:00,2020-04-10,9:30:00,FALSE,Inferential Statistics for Data Science,FRL,FALSE
DS 412 (P),2020-04-10,9:30:00,2020-04-10,10:30:00,FALSE,Inferential Statistics for Data Science,FRL,FALSE
CS 392 (P),2020-04-10,10:30:00,2020-04-10,11:30:00,FALSE,Capstone Project I,CSE LAB-I,FALSE
CS 392 (P),2020-04-10,11:30:00,2020-04-10,12:30:00,FALSE,Capstone Project I,CSE LAB-I,FALSE
CS 392 (P),2020-04-10,12:30:00,2020-04-10,13:30:00,FALSE,Capstone Project I,CSE LAB-I,FALSE
CS 3112 (P),2020-04-10,14:30:00,2020-04-10,15:30:00,FALSE,Multi-Device Programming,FRL,FALSE
CS 3112 (P),2020-04-10,15:30:00,2020-04-10,16:30:00,FALSE,Multi-Device Programming,FRL,FALSE
CS 3112 (P),2020-04-10,16:30:00,2020-04-10,17:30:00,FALSE,Multi-Device Programming,FRL,FALSE
MGT 401 (L),2020-04-13,15:30:00,2020-04-13,16:30:00,FALSE,Entrepreneurship,LT 202,FALSE
CS 392 (P),2020-04-14,9:30:00,2020-04-14,10:30:00,FALSE,Capstone Project I,CSE LAB-I,FALSE
CS 392 (P),2020-04-14,10:30:00,2020-04-14,11:30:00,FALSE,Capstone Project I,CSE LAB-I,FALSE
CS 392 (P),2020-04-14,11:30:00,2020-04-14,12:30:00,FALSE,Capstone Project I,CSE LAB-I,FALSE
DS 412 (L),2020-04-14,14:30:00,2020-04-14,15:30:00,FALSE,Inferential Statistics for Data Science,LT 212,FALSE
CS 392 (L),2020-04-14,15:30:00,2020-04-14,16:30:00,FALSE,Capstone Project I,LT 201,FALSE
CS 3112 (L),2020-04-15,9:30:00,2020-04-15,10:30:00,FALSE,Multi-Device Programming,LT 201,FALSE
DS 412 (L),2020-04-15,10:30:00,2020-04-15,11:30:00,FALSE,Inferential Statistics for Data Science,LT 202,FALSE
MGT 401 (L),2020-04-15,14:30:00,2020-04-15,15:30:00,FALSE,Entrepreneurship,LT 202,FALSE
MGT 401 (L),2020-04-16,8:30:00,2020-04-16,9:30:00,FALSE,Entrepreneurship,LT 212,FALSE
DS 412 (P),2020-04-16,11:30:00,2020-04-16,12:30:00,FALSE,Inferential Statistics for Data Science,FRL,FALSE
DS 412 (P),2020-04-16,12:30:00,2020-04-16,13:30:00,FALSE,Inferential Statistics for Data Science,FRL,FALSE
CS 3112 (P),2020-04-16,14:30:00,2020-04-16,15:30:00,FALSE,Multi-Device Programming,FRL,FALSE
CS 3112 (P),2020-04-16,15:30:00,2020-04-16,16:30:00,FALSE,Multi-Device Programming,FRL,FALSE
CS 3112 (P),2020-04-16,16:30:00,2020-04-16,17:30:00,FALSE,Multi-Device Programming,FRL,FALSE
DS 412 (P),2020-04-17,8:30:00,2020-04-17,9:30:00,FALSE,Inferential Statistics for Data Science,FRL,FALSE
DS 412 (P),2020-04-17,9:30:00,2020-04-17,10:30:00,FALSE,Inferential Statistics for Data Science,FRL,FALSE
CS 392 (P),2020-04-17,10:30:00,2020-04-17,11:30:00,FALSE,Capstone Project I,CSE LAB-I,FALSE
CS 392 (P),2020-04-17,11:30:00,2020-04-17,12:30:00,FALSE,Capstone Project I,CSE LAB-I,FALSE
CS 392 (P),2020-04-17,12:30:00,2020-04-17,13:30:00,FALSE,Capstone Project I,CSE LAB-I,FALSE
CS 3112 (P),2020-04-17,14:30:00,2020-04-17,15:30:00,FALSE,Multi-Device Programming,FRL,FALSE
CS 3112 (P),2020-04-17,15:30:00,2020-04-17,16:30:00,FALSE,Multi-Device Programming,FRL,FALSE
CS 3112 (P),2020-04-17,16:30:00,2020-04-17,17:30:00,FALSE,Multi-Device Programming,FRL,FALSE
MGT 401 (L),2020-04-20,15:30:00,2020-04-20,16:30:00,FALSE,Entrepreneurship,LT 202,FALSE
CS 392 (P),2020-04-21,9:30:00,2020-04-21,10:30:00,FALSE,Capstone Project I,CSE LAB-I,FALSE
CS 392 (P),2020-04-21,10:30:00,2020-04-21,11:30:00,FALSE,Capstone Project I,CSE LAB-I,FALSE
CS 392 (P),2020-04-21,11:30:00,2020-04-21,12:30:00,FALSE,Capstone Project I,CSE LAB-I,FALSE
DS 412 (L),2020-04-21,14:30:00,2020-04-21,15:30:00,FALSE,Inferential Statistics for Data Science,LT 212,FALSE
CS 392 (L),2020-04-21,15:30:00,2020-04-21,16:30:00,FALSE,Capstone Project I,LT 201,FALSE
CS 3112 (L),2020-04-22,9:30:00,2020-04-22,10:30:00,FALSE,Multi-Device Programming,LT 201,FALSE
DS 412 (L),2020-04-22,10:30:00,2020-04-22,11:30:00,FALSE,Inferential Statistics for Data Science,LT 202,FALSE
MGT 401 (L),2020-04-22,14:30:00,2020-04-22,15:30:00,FALSE,Entrepreneurship,LT 202,FALSE
MGT 401 (L),2020-04-23,8:30:00,2020-04-23,9:30:00,FALSE,Entrepreneurship,LT 212,FALSE
DS 412 (P),2020-04-23,11:30:00,2020-04-23,12:30:00,FALSE,Inferential Statistics for Data Science,FRL,FALSE
DS 412 (P),2020-04-23,12:30:00,2020-04-23,13:30:00,FALSE,Inferential Statistics for Data Science,FRL,FALSE
CS 3112 (P),2020-04-23,14:30:00,2020-04-23,15:30:00,FALSE,Multi-Device Programming,FRL,FALSE
CS 3112 (P),2020-04-23,15:30:00,2020-04-23,16:30:00,FALSE,Multi-Device Programming,FRL,FALSE
CS 3112 (P),2020-04-23,16:30:00,2020-04-23,17:30:00,FALSE,Multi-Device Programming,FRL,FALSE
DS 412 (P),2020-04-24,8:30:00,2020-04-24,9:30:00,FALSE,Inferential Statistics for Data Science,FRL,FALSE
DS 412 (P),2020-04-24,9:30:00,2020-04-24,10:30:00,FALSE,Inferential Statistics for Data Science,FRL,FALSE
CS 392 (P),2020-04-24,10:30:00,2020-04-24,11:30:00,FALSE,Capstone Project I,CSE LAB-I,FALSE
CS 392 (P),2020-04-24,11:30:00,2020-04-24,12:30:00,FALSE,Capstone Project I,CSE LAB-I,FALSE
CS 392 (P),2020-04-24,12:30:00,2020-04-24,13:30:00,FALSE,Capstone Project I,CSE LAB-I,FALSE
CS 3112 (P),2020-04-24,14:30:00,2020-04-24,15:30:00,FALSE,Multi-Device Programming,FRL,FALSE
CS 3112 (P),2020-04-24,15:30:00,2020-04-24,16:30:00,FALSE,Multi-Device Programming,FRL,FALSE
CS 3112 (P),2020-04-24,16:30:00,2020-04-24,17:30:00,FALSE,Multi-Device Programming,FRL,FALSE
MGT 401 (L),2020-04-27,15:30:00,2020-04-27,16:30:00,FALSE,Entrepreneurship,LT 202,FALSE
CS 392 (P),2020-04-28,9:30:00,2020-04-28,10:30:00,FALSE,Capstone Project I,CSE LAB-I,FALSE
CS 392 (P),2020-04-28,10:30:00,2020-04-28,11:30:00,FALSE,Capstone Project I,CSE LAB-I,FALSE
CS 392 (P),2020-04-28,11:30:00,2020-04-28,12:30:00,FALSE,Capstone Project I,CSE LAB-I,FALSE
DS 412 (L),2020-04-28,14:30:00,2020-04-28,15:30:00,FALSE,Inferential Statistics for Data Science,LT 212,FALSE
CS 392 (L),2020-04-28,15:30:00,2020-04-28,16:30:00,FALSE,Capstone Project I,LT 201,FALSE
CS 3112 (L),2020-04-29,9:30:00,2020-04-29,10:30:00,FALSE,Multi-Device Programming,LT 201,FALSE
DS 412 (L),2020-04-29,10:30:00,2020-04-29,11:30:00,FALSE,Inferential Statistics for Data Science,LT 202,FALSE
MGT 401 (L),2020-04-29,14:30:00,2020-04-29,15:30:00,FALSE,Entrepreneurship,LT 202,FALSE
MGT 401 (L),2020-04-30,8:30:00,2020-04-30,9:30:00,FALSE,Entrepreneurship,LT 212,FALSE
DS 412 (P),2020-04-30,11:30:00,2020-04-30,12:30:00,FALSE,Inferential Statistics for Data Science,FRL,FALSE
DS 412 (P),2020-04-30,12:30:00,2020-04-30,13:30:00,FALSE,Inferential Statistics for Data Science,FRL,FALSE
CS 3112 (P),2020-04-30,14:30:00,2020-04-30,15:30:00,FALSE,Multi-Device Programming,FRL,FALSE
CS 3112 (P),2020-04-30,15:30:00,2020-04-30,16:30:00,FALSE,Multi-Device Programming,FRL,FALSE
CS 3112 (P),2020-04-30,16:30:00,2020-04-30,17:30:00,FALSE,Multi-Device Programming,FRL,FALSE
DS 412 (P),2020-05-01,8:30:00,2020-05-01,9:30:00,FALSE,Inferential Statistics for Data Science,FRL,FALSE
DS 412 (P),2020-05-01,9:30:00,2020-05-01,10:30:00,FALSE,Inferential Statistics for Data Science,FRL,FALSE
CS 392 (P),2020-05-01,10:30:00,2020-05-01,11:30:00,FALSE,Capstone Project I,CSE LAB-I,FALSE
CS 392 (P),2020-05-01,11:30:00,2020-05-01,12:30:00,FALSE,Capstone Project I,CSE LAB-I,FALSE
CS 392 (P),2020-05-01,12:30:00,2020-05-01,13:30:00,FALSE,Capstone Project I,CSE LAB-I,FALSE
CS 3112 (P),2020-05-01,14:30:00,2020-05-01,15:30:00,FALSE,Multi-Device Programming,FRL,FALSE
CS 3112 (P),2020-05-01,15:30:00,2020-05-01,16:30:00,FALSE,Multi-Device Programming,FRL,FALSE
CS 3112 (P),2020-05-01,16:30:00,2020-05-01,17:30:00,FALSE,Multi-Device Programming,FRL,FALSE
MGT 401 (L),2020-05-04,15:30:00,2020-05-04,16:30:00,FALSE,Entrepreneurship,LT 202,FALSE
CS 392 (P),2020-05-05,9:30:00,2020-05-05,10:30:00,FALSE,Capstone Project I,CSE LAB-I,FALSE
CS 392 (P),2020-05-05,10:30:00,2020-05-05,11:30:00,FALSE,Capstone Project I,CSE LAB-I,FALSE
CS 392 (P),2020-05-05,11:30:00,2020-05-05,12:30:00,FALSE,Capstone Project I,CSE LAB-I,FALSE
DS 412 (L),2020-05-05,14:30:00,2020-05-05,15:30:00,FALSE,Inferential Statistics for Data Science,LT 212,FALSE
CS 392 (L),2020-05-05,15:30:00,2020-05-05,16:30:00,FALSE,Capstone Project I,LT 201,FALSE
CS 3112 (L),2020-05-06,9:30:00,2020-05-06,10:30:00,FALSE,Multi-Device Programming,LT 201,FALSE
DS 412 (L),2020-05-06,10:30:00,2020-05-06,11:30:00,FALSE,Inferential Statistics for Data Science,LT 202,FALSE
MGT 401 (L),2020-05-06,14:30:00,2020-05-06,15:30:00,FALSE,Entrepreneurship,LT 202,FALSE
MGT 401 (L),2020-05-07,8:30:00,2020-05-07,9:30:00,FALSE,Entrepreneurship,LT 212,FALSE
DS 412 (P),2020-05-07,11:30:00,2020-05-07,12:30:00,FALSE,Inferential Statistics for Data Science,FRL,FALSE
DS 412 (P),2020-05-07,12:30:00,2020-05-07,13:30:00,FALSE,Inferential Statistics for Data Science,FRL,FALSE
CS 3112 (P),2020-05-07,14:30:00,2020-05-07,15:30:00,FALSE,Multi-Device Programming,FRL,FALSE
CS 3112 (P),2020-05-07,15:30:00,2020-05-07,16:30:00,FALSE,Multi-Device Programming,FRL,FALSE
CS 3112 (P),2020-05-07,16:30:00,2020-05-07,17:30:00,FALSE,Multi-Device Programming,FRL,FALSE
DS 412 (P),2020-05-08,8:30:00,2020-05-08,9:30:00,FALSE,Inferential Statistics for Data Science,FRL,FALSE
DS 412 (P),2020-05-08,9:30:00,2020-05-08,10:30:00,FALSE,Inferential Statistics for Data Science,FRL,FALSE
CS 392 (P),2020-05-08,10:30:00,2020-05-08,11:30:00,FALSE,Capstone Project I,CSE LAB-I,FALSE
CS 392 (P),2020-05-08,11:30:00,2020-05-08,12:30:00,FALSE,Capstone Project I,CSE LAB-I,FALSE
CS 392 (P),2020-05-08,12:30:00,2020-05-08,13:30:00,FALSE,Capstone Project I,CSE LAB-I,FALSE
CS 3112 (P),2020-05-08,14:30:00,2020-05-08,15:30:00,FALSE,Multi-Device Programming,FRL,FALSE
CS 3112 (P),2020-05-08,15:30:00,2020-05-08,16:30:00,FALSE,Multi-Device Programming,FRL,FALSE
CS 3112 (P),2020-05-08,16:30:00,2020-05-08,17:30:00,FALSE,Multi-Device Programming,FRL,FALSE
